"File","Line","Kind","AttrArgs","PropertyType","Property","Field"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromCD.cs","21","Property","nameof(DXD.AudioFromCD.EndTime)","AudioCDTimeType?","EndTime","_EndTime"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","15","Property","nameof(DXD.AudioFromFile.Link)","string?","Link","_Link"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","22","Property","nameof(DXD.AudioFromFile.ExtensionList)","ExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","14","Property","nameof(DXD.QuickTimeFromFile.Link)","string?","Link","_Link"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","21","Property","nameof(DXD.QuickTimeFromFile.ExtensionList)","ExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","14","Property","nameof(DXD.VideoFromFile.Link)","string?","Link","_Link"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","21","Property","nameof(DXD.VideoFromFile.ExtensionList)","ExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","14","Property","nameof(DXD.AutoNumberedBullet.Type)","TextAutoNumberSchemeType?","Type","_Type"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","21","Property","nameof(DXD.AutoNumberedBullet.StartAt)","Int32?","StartAt","_StartAt"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\CharacterBullet.cs","14","Property","nameof(DXD.CharacterBullet.Char)","string?","Char","_Char"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundBlurProperties.cs","14","Property","nameof(DXO21DL.BackgroundBlurProperties.OfficeArtExtensionList)","OfficeArtExtensionList?","OfficeArtExtensionList","_OfficeArtExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","14","Property","nameof(DXO10D.BackgroundMark.FirstXCoordinate)","Int32?","FirstXCoordinate","_FirstXCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","21","Property","nameof(DXO10D.BackgroundMark.FirstYCoordinate)","Int32?","FirstYCoordinate","_FirstYCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","28","Property","nameof(DXO10D.BackgroundMark.SecondXCoordinate)","Int32?","SecondXCoordinate","_SecondXCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","35","Property","nameof(DXO10D.BackgroundMark.SecondYCoordinate)","Int32?","SecondYCoordinate","_SecondYCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundNormalProperties.cs","14","Property","nameof(DXO21DL.BackgroundNormalProperties.OfficeArtExtensionList)","OfficeArtExtensionList?","OfficeArtExtensionList","_OfficeArtExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","14","Property","nameof(DXO13D.BackgroundProperties.Mode)","BlackWhiteMode?","Mode","_Mode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","21","Property","nameof(DXO13D.BackgroundProperties.Pure)","BlackWhiteMode?","Pure","_Pure"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","28","Property","nameof(DXO13D.BackgroundProperties.Normal)","BlackWhiteMode?","Normal","_Normal"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","35","Property","nameof(DXO13D.BackgroundProperties.TargetScreenSize)","TargetScreenSize?","TargetScreenSize","_TargetScreenSize"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","14","Property","nameof(DXO10D.BackgroundRemoval.MarqueeTop)","Int32?","MarqueeTop","_MarqueeTop"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","21","Property","nameof(DXO10D.BackgroundRemoval.MarqueeBottom)","Int32?","MarqueeBottom","_MarqueeBottom"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","28","Property","nameof(DXO10D.BackgroundRemoval.MarqueeLeft)","Int32?","MarqueeLeft","_MarqueeLeft"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","35","Property","nameof(DXO10D.BackgroundRemoval.MarqueeRight)","Int32?","MarqueeRight","_MarqueeRight"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemovedProperties.cs","14","Property","nameof(DXO21DL.BackgroundRemovedProperties.OfficeArtExtensionList)","OfficeArtExtensionList?","OfficeArtExtensionList","_OfficeArtExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","14","Property","nameof(DXO10D.ForegroundMark.FirstXCoordinate)","Int32?","FirstXCoordinate","_FirstXCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","21","Property","nameof(DXO10D.ForegroundMark.FirstYCoordinate)","Int32?","FirstYCoordinate","_FirstYCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","28","Property","nameof(DXO10D.ForegroundMark.SecondXCoordinate)","Int32?","SecondXCoordinate","_SecondXCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","35","Property","nameof(DXO10D.ForegroundMark.SecondYCoordinate)","Int32?","SecondYCoordinate","_SecondYCoordinate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","14","Property","nameof(DXD.ColorChange.UseAlpha)","bool?","UseAlpha","_UseAlpha"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","21","Property","nameof(DXD.ColorChange.ColorFrom)","AnyColor?","ColorFrom","_ColorFrom"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","28","Property","nameof(DXD.ColorChange.ColorTo)","AnyColor?","ColorTo","_ColorTo"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","14","Property","nameof(DXD.ColorMap.Background1)","ColorSchemes?","Background1","_Background1"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","21","Property","nameof(DXD.ColorMap.Text1)","ColorSchemes?","Text1","_Text1"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","28","Property","nameof(DXD.ColorMap.Background2)","ColorSchemes?","Background2","_Background2"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","35","Property","nameof(DXD.ColorMap.Text2)","ColorSchemes?","Text2","_Text2"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","42","Property","nameof(DXD.ColorMap.Accent1)","ColorSchemes?","Accent1","_Accent1"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","49","Property","nameof(DXD.ColorMap.Accent2)","ColorSchemes?","Accent2","_Accent2"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","56","Property","nameof(DXD.ColorMap.Accent3)","ColorSchemes?","Accent3","_Accent3"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","63","Property","nameof(DXD.ColorMap.Accent4)","ColorSchemes?","Accent4","_Accent4"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","70","Property","nameof(DXD.ColorMap.Accent5)","ColorSchemes?","Accent5","_Accent5"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","77","Property","nameof(DXD.ColorMap.Accent6)","ColorSchemes?","Accent6","_Accent6"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","84","Property","nameof(DXD.ColorMap.Hyperlink)","ColorSchemes?","Hyperlink","_Hyperlink"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","91","Property","nameof(DXD.ColorMap.FollowedHyperlink)","ColorSchemes?","FollowedHyperlink","_FollowedHyperlink"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMappingType.cs","21","Property","nameof(DXD.ColorMappingType.ExtensionList)","ExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\PresetColor.cs","32","Property","nameof(DXD.PresetColor.Val)","PresetColors?","Index","_index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\RgbColorModelHex.cs","22","Property","nameof(DXD.RgbColorModelHex.Val)","HexColor","Value","_value"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SchemeColor.cs","19","Property","nameof(DXD.SchemeColor.Val)","SchemeColors?","Index","_index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","17","Property","nameof(DXD.SystemColor.Val)","SystemColors?","Index","_index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","50","Property","nameof(DXD.SystemColor.LastColor)","HexColor?","LastColor","_LastColor"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","14","Property","nameof(DXD.ConnectionShapeLocks.NoGrouping)","bool?","NoGrouping","_NoGrouping"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","21","Property","nameof(DXD.ConnectionShapeLocks.NoSelection)","bool?","NoSelection","_NoSelection"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","28","Property","nameof(DXD.ConnectionShapeLocks.NoRotation)","bool?","NoRotation","_NoRotation"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","35","Property","nameof(DXD.ConnectionShapeLocks.NoChangeAspect)","bool?","NoChangeAspect","_NoChangeAspect"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","42","Property","nameof(DXD.ConnectionShapeLocks.NoMove)","bool?","NoMove","_NoMove"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","49","Property","nameof(DXD.ConnectionShapeLocks.NoResize)","bool?","NoResize","_NoResize"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","56","Property","nameof(DXD.ConnectionShapeLocks.NoEditPoints)","bool?","NoEditPoints","_NoEditPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","63","Property","nameof(DXD.ConnectionShapeLocks.NoAdjustHandles)","bool?","NoAdjustHandles","_NoAdjustHandles"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","70","Property","nameof(DXD.ConnectionShapeLocks.NoChangeArrowheads)","bool?","NoChangeArrowheads","_NoChangeArrowheads"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","77","Property","nameof(DXD.ConnectionShapeLocks.NoChangeShapeType)","bool?","NoChangeShapeType","_NoChangeShapeType"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","84","Property","nameof(DXD.ConnectionShapeLocks.ConnectorLockingExtensionList)","ConnectorLockingExtensionList?","ConnectorLockingExtensionList","_ConnectorLockingExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionSite.cs","14","Property","nameof(DXD.ConnectionSite.Angle)","string?","Angle","_Angle"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionSite.cs","21","Property","nameof(DXD.ConnectionSite.Position)","AdjustPoint2DType?","Position","_Position"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionType.cs","14","Property","nameof(DXD.ConnectionType.Id)","UInt32?","Id","_Id"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionType.cs","21","Property","nameof(DXD.ConnectionType.Index)","UInt32?","Index","_Index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectorLockingExtension.cs","20","Property","nameof(DXD.ConnectorLockingExtension.Uri)","UriString?","Uri","_Uri"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\AdjustPoint2DType.cs","24","Property","nameof(DXD.AdjustPoint2DType.X)","EMU?","X","_X"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\AdjustPoint2DType.cs","31","Property","nameof(DXD.AdjustPoint2DType.Y)","EMU?","Y","_Y"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","48","Property","nameof(DXD.ArcTo.WidthRadius)","string?","WidthRadius","_WidthRadius"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","73","Property","nameof(DXD.ArcTo.HeightRadius)","string?","HeightRadius","_HeightRadius"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","106","Property","nameof(DXD.ArcTo.StartAngle)","string?","StartAngle","_StartAngle"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","140","Property","nameof(DXD.ArcTo.SwingAngle)","string?","SwingAngle","_SwingAngle"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","14","Property","nameof(DXD.CustomGeometry.AdjustValueList)","AdjustValueList?","AdjustValueList","_AdjustValueList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","21","Property","nameof(DXD.CustomGeometry.ShapeGuideList)","ShapeGuideList?","ShapeGuideList","_ShapeGuideList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","28","Property","nameof(DXD.CustomGeometry.AdjustHandleList)","AdjustHandleList?","AdjustHandleList","_AdjustHandleList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","35","Property","nameof(DXD.CustomGeometry.ConnectionSiteList)","ConnectionSiteList?","ConnectionSiteList","_ConnectionSiteList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","42","Property","nameof(DXD.CustomGeometry.Rectangle)","Rectangle?","Rectangle","_Rectangle"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","49","Property","nameof(DXD.CustomGeometry.PathList)","PathList?","PathList","_PathList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\LineTo.cs","14","Property","nameof(DXD.LineTo.Point)","AdjustPoint2DType?","Point","_Point"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\MoveTo.cs","14","Property","nameof(DXD.MoveTo.Point)","AdjustPoint2DType?","Point","_Point"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","14","Property","nameof(DXD.Path.Width)","Int64?","Width","_Width"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","21","Property","nameof(DXD.Path.Height)","Int64?","Height","_Height"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","28","Property","nameof(DXD.Path.Fill)","PathFillMode?","Fill","_Fill"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","35","Property","nameof(DXD.Path.Stroke)","bool?","Stroke","_Stroke"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","42","Property","nameof(DXD.Path.ExtrusionOk)","bool?","ExtrusionOk","_ExtrusionOk"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","20","Property","nameof(DXD.Rectangle.Left)","string?","Left","_Left"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","27","Property","nameof(DXD.Rectangle.Top)","string?","Top","_Top"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","34","Property","nameof(DXD.Rectangle.Right)","string?","Right","_Right"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","41","Property","nameof(DXD.Rectangle.Bottom)","string?","Bottom","_Bottom"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Drawing properties for document objects\Extent.cs","14","Property","nameof(DXDW.Extent.Cx)","EMU?","Cx","_Cx"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Drawing properties for document objects\Extent.cs","21","Property","nameof(DXDW.Extent.Cy)","EMU?","Cy","_Cy"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\BiLevel.cs","14","Property","nameof(DXD.BiLevel.Threshold)","Int32?","Threshold","_Threshold"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blend.cs","14","Property","nameof(DXD.Blend.BlendMode)","BlendMode?","BlendMode","_BlendMode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blend.cs","21","Property","nameof(DXD.Blend.EffectContainer)","EffectContainer?","EffectContainer","_EffectContainer"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blur.cs","14","Property","nameof(DXD.Blur.Radius)","Int64?","Radius","_Radius"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blur.cs","21","Property","nameof(DXD.Blur.Grow)","bool?","Grow","_Grow"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Effect.cs","14","Property","nameof(DXD.Effect.Reference)","string?","Reference","_Reference"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectContainerType.cs","29","Property","nameof(DXD.EffectContainerType.Type)","EffectContainment?","Type","_Type"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectContainerType.cs","51","Property","nameof(DXD.EffectContainerType.Name)","string?","Name","_Name"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","14","Property","nameof(DXD.EffectList.Blur)","Blur?","Blur","_Blur"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","21","Property","nameof(DXD.EffectList.FillOverlay)","FillOverlay?","FillOverlay","_FillOverlay"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","28","Property","nameof(DXD.EffectList.Glow)","Glow?","Glow","_Glow"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","35","Property","nameof(DXD.EffectList.InnerShadow)","InnerShadow?","InnerShadow","_InnerShadow"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","42","Property","nameof(DXD.EffectList.OuterShadow)","OuterShadow?","OuterShadow","_OuterShadow"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","49","Property","nameof(DXD.EffectList.PresetShadow)","PresetShadow?","PresetShadow","_PresetShadow"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","56","Property","nameof(DXD.EffectList.Reflection)","Reflection?","Reflection","_Reflection"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","63","Property","nameof(DXD.EffectList.SoftEdge)","SoftEdge?","SoftEdge","_SoftEdge"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectReference.cs","14","Property","nameof(DXD.EffectReference.RgbColorModelPercentage)","ColorType?","Color","_Color"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Glow.cs","14","Property","nameof(DXD.Glow.Radius)","Int64?","Radius","_Radius"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Glow.cs","21","Property","nameof(DXD.Glow.RgbColorModelPercentage)","ColorType?","Color","_Color"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\HiddenEffectsProperties.cs","14","Property","nameof(DXO10D.HiddenEffectsProperties.EffectList)","EffectList?","EffectList","_EffectList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\HiddenEffectsProperties.cs","21","Property","nameof(DXO10D.HiddenEffectsProperties.EffectDag)","EffectDag?","EffectDag","_EffectDag"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","14","Property","nameof(DXD.Reflection.BlurRadius)","Int64?","BlurRadius","_BlurRadius"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","21","Property","nameof(DXD.Reflection.StartOpacity)","Int32?","StartOpacity","_StartOpacity"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","28","Property","nameof(DXD.Reflection.StartPosition)","Int32?","StartPosition","_StartPosition"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","35","Property","nameof(DXD.Reflection.EndAlpha)","Int32?","EndAlpha","_EndAlpha"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","42","Property","nameof(DXD.Reflection.EndPosition)","Int32?","EndPosition","_EndPosition"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","49","Property","nameof(DXD.Reflection.Distance)","Int64?","Distance","_Distance"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","56","Property","nameof(DXD.Reflection.Direction)","Int32?","Direction","_Direction"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","63","Property","nameof(DXD.Reflection.FadeDirection)","Int32?","FadeDirection","_FadeDirection"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","70","Property","nameof(DXD.Reflection.HorizontalRatio)","Int32?","HorizontalRatio","_HorizontalRatio"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","77","Property","nameof(DXD.Reflection.VerticalRatio)","Int32?","VerticalRatio","_VerticalRatio"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","84","Property","nameof(DXD.Reflection.HorizontalSkew)","Int32?","HorizontalSkew","_HorizontalSkew"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","91","Property","nameof(DXD.Reflection.VerticalSkew)","Int32?","VerticalSkew","_VerticalSkew"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","98","Property","nameof(DXD.Reflection.Alignment)","RectangleAlignment?","Alignment","_Alignment"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","105","Property","nameof(DXD.Reflection.RotateWithShape)","bool?","RotateWithShape","_RotateWithShape"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Extensibility\CompatExtension.cs","15","Property","nameof(DXO10D.CompatExtension.ShapeId)","string?","ShapeId","_ShapeId"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\Blip.cs","16","Property","nameof(DXD.Blip.Embed)","string?","Embed","_Embed"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\Blip.cs","23","Property","nameof(DXD.Blip.Link)","string?","Link","_Link"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\Blip.cs","30","Property","nameof(DXD.Blip.CompressionState)","BlipCompression?","CompressionState","_CompressionState"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\BlipExtension.cs","60","Property","nameof(DXD.Extension.Uri)","UriString?","Uri","_Uri"
