"File","Line","Kind","AttrArgs","PropertyType","Property","Field"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","70","Property","nameof(DXDC.PageSetup.Copies)","UInt32?","Copies","_Copies"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","14","Property","nameof(DXDC.PrintSettings.HeaderFooter)","HeaderFooter?","HeaderFooter","_HeaderFooter"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","21","Property","nameof(DXDC.PrintSettings.PageMargins)","PageMargins?","PageMargins","_PageMargins"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","28","Property","nameof(DXDC.PrintSettings.PageSetup)","PageSetup?","PageSetup","_PageSetup"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","35","Property","nameof(DXDC.PrintSettings.LegacyDrawingHeaderFooter)","RelationshipIdType?","LegacyDrawingHeaderFooter","_LegacyDrawingHeaderFooter"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","17","Property","nameof(DXDC.SideWall.Thickness)","Byte?","Thickness","_Thickness"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","24","Property","nameof(DXDC.SideWall.ShapeProperties)","ShapeProperties?","ShapeProperties","_ShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","31","Property","nameof(DXDC.SideWall.PictureOptions)","PictureOptions?","PictureOptions","_PictureOptions"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","38","Property","nameof(DXDC.SideWall.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","14","Property","nameof(DXDC.Title.ChartText)","ChartText?","ChartText","_ChartText"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","21","Property","nameof(DXDC.Title.Layout)","Layout?","Layout","_Layout"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","28","Property","nameof(DXDC.Title.Overlay)","bool?","Overlay","_Overlay"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","35","Property","nameof(DXDC.Title.ChartShapeProperties)","ChartShapeProperties?","ChartShapeProperties","_ChartShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","42","Property","nameof(DXDC.Title.TextProperties)","TextProperties?","TextProperties","_TextProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","49","Property","nameof(DXDC.Title.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","14","Property","nameof(DXDC.View3D.RotateX)","SByte?","RotateX","_RotateX"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","21","Property","nameof(DXDC.View3D.HeightPercent)","UInt16?","HeightPercent","_HeightPercent"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","28","Property","nameof(DXDC.View3D.RotateY)","UInt16?","RotateY","_RotateY"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","35","Property","nameof(DXDC.View3D.DepthPercent)","UInt16?","DepthPercent","_DepthPercent"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","42","Property","nameof(DXDC.View3D.RightAngleAxes)","bool?","RightAngleAxes","_RightAngleAxes"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","49","Property","nameof(DXDC.View3D.Perspective)","Byte?","Perspective","_Perspective"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","56","Property","nameof(DXDC.View3D.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","16","Property","nameof(DXDC.ChartText.StringReference)","StringReference?","StringReference","_StringReference"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","23","Property","nameof(DXDC.ChartText.RichText)","RichText?","RichText","_RichText"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","30","Property","nameof(DXDC.ChartText.StringLiteral)","StringLiteral?","StringLiteral","_StringLiteral"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","16","Property","nameof(DXDC.DataLabel.Index)","UInt32?","Index","_Index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","23","Element","typeof(DXDC.Delete)","bool?","Delete","_Delete"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","30","Element","typeof(DXDC.Layout)","Layout?","Layout","_Layout"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","37","Element","typeof(DXDC.ChartText)","ChartText?","ChartText","_ChartText"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","44","Element","typeof(DXDC.NumberingFormat)","NumberingFormat?","NumberingFormat","_NumberingFormat"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","51","Element","typeof(DXDC.ChartShapeProperties)","ChartShapeProperties?","ChartShapeProperties","_ChartShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","58","Element","typeof(DXDC.TextProperties)","TextProperties?","TextProperties","_TextProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","65","Element","typeof(DXDC.DataLabelPosition)","XlDataLabelPosition?","DataLabelPosition","_DataLabelPosition"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","72","Element","typeof(DXDC.ShowLegendKey)","bool?","ShowLegendKey","_ShowLegendKey"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","79","Element","typeof(DXDC.ShowValue)","bool?","ShowValue","_ShowValue"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","86","Element","typeof(DXDC.ShowCategoryName)","bool?","ShowCategoryName","_ShowCategoryName"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","93","Element","typeof(DXDC.ShowSeriesName)","bool?","ShowSeriesName","_ShowSeriesName"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","100","Element","typeof(DXDC.ShowPercent)","bool?","ShowPercent","_ShowPercent"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","107","Element","typeof(DXDC.ShowBubbleSize)","bool?","ShowBubbleSize","_ShowBubbleSize"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","114","Element","typeof(DXDC.Separator)","string?","Separator","_Separator"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","121","Element","typeof(DXDC.DLblExtensionList)","DLblExtensionList?","DLblExtensionList","_DLblExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","16","Property","nameof(DXO13DC.DataLabelFieldTableCache.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","23","Element","typeof(DXDC.StringPoint)","StringPoints?","StringPoints","_StringPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","30","Element","typeof(DXDC.StrDataExtensionList)","StrDataExtension?","StrDataExtension","_StrDataExtension"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","15","Property","nameof(DXO13DC.DataLabelFieldTableEntry.TextFieldGuid)","string?","TextFieldGuid","_TextFieldGuid"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","22","Property","nameof(DXO13DC.DataLabelFieldTableEntry.Formula)","string?","Formula","_Formula"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","29","Property","nameof(DXO13DC.DataLabelFieldTableEntry.DataLabelFieldTableCache)","DataLabelFieldTableCache?","DataLabelFieldTableCache","_DataLabelFieldTableCache"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","16","Element","typeof(DXDC.Delete)","bool?","Delete","_Delete"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","23","Element","typeof(DXDC.NumberingFormat)","NumberingFormat?","NumberingFormat","_NumberingFormat"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","30","Element","typeof(DXDC.ChartShapeProperties)","ChartShapeProperties?","ChartShapeProperties","_ChartShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","37","Element","typeof(DXDC.TextProperties)","TextProperties?","TextProperties","_TextProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","44","Element","typeof(DXDC.DataLabelPosition)","XlDataLabelPosition?","DataLabelPosition","_DataLabelPosition"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","51","Element","typeof(DXDC.ShowLegendKey)","bool?","ShowLegendKey","_ShowLegendKey"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","58","Element","typeof(DXDC.ShowValue)","bool?","ShowValue","_ShowValue"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","65","Element","typeof(DXDC.ShowCategoryName)","bool?","ShowCategoryName","_ShowCategoryName"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","72","Element","typeof(DXDC.ShowSeriesName)","bool?","ShowSeriesName","_ShowSeriesName"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","79","Element","typeof(DXDC.ShowPercent)","bool?","ShowPercent","_ShowPercent"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","86","Element","typeof(DXDC.ShowBubbleSize)","bool?","ShowBubbleSize","_ShowBubbleSize"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","93","Element","typeof(DXDC.Separator)","string?","Separator","_Separator"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","100","Element","typeof(DXDC.ShowLeaderLines)","bool?","ShowLeaderLines","_ShowLeaderLines"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","107","Element","typeof(DXDC.LeaderLines)","LeaderLines?","LeaderLines","_LeaderLines"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabels.cs","114","Element","typeof(DXDC.DLblsExtensionList)","DLblsExtensionList?","DLblsExtensionList","_DLblsExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRange.cs","15","Property","nameof(DXO13DC.DataLabelsRange.Formula)","string?","Formula","_Formula"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRange.cs","22","Element","typeof(DXO13DC.DataLabelsRangeChache)","DataLabelsRangeCache?","DataLabelsRangeCache","_DataLabelsRangeCache"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","16","Property","nameof(DXO13DC.DataLabelsRangeChache.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","23","Element","typeof(DXDC.StringPoint)","StringPoints?","StringPoints","_StringPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","30","Element","typeof(DXDC.StrDataExtensionList)","StrDataExtension?","StrDataExtension","_StrDataExtension"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","16","Property","nameof(DXDC.DataPoint.Index)","UInt32?","Index","_Index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","23","Property","nameof(DXDC.DataPoint.InvertIfNegative)","bool?","InvertIfNegative","_InvertIfNegative"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","30","Property","nameof(DXDC.DataPoint.Marker)","Marker?","Marker","_Marker"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","37","Property","nameof(DXDC.DataPoint.Bubble3D)","bool?","Bubble3D","_Bubble3D"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","44","Property","nameof(DXDC.DataPoint.Explosion)","UInt32?","Explosion","_Explosion"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","51","Property","nameof(DXDC.DataPoint.ChartShapeProperties)","ChartShapeProperties?","ChartShapeProperties","_ChartShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","58","Property","nameof(DXDC.DataPoint.PictureOptions)","PictureOptions?","PictureOptions","_PictureOptions"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","65","Property","nameof(DXDC.DataPoint.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","16","Property","nameof(DXDC.DataTable.ShowHorizontalBorder)","bool?","ShowHorizontalBorder","_ShowHorizontalBorder"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","23","Property","nameof(DXDC.DataTable.ShowVerticalBorder)","bool?","ShowVerticalBorder","_ShowVerticalBorder"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","30","Property","nameof(DXDC.DataTable.ShowOutlineBorder)","bool?","ShowOutlineBorder","_ShowOutlineBorder"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","37","Property","nameof(DXDC.DataTable.ShowKeys)","bool?","ShowKeys","_ShowKeys"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","44","Property","nameof(DXDC.DataTable.ChartShapeProperties)","ChartShapeProperties?","ChartShapeProperties","_ChartShapeProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","51","Property","nameof(DXDC.DataTable.TextProperties)","TextProperties?","TextProperties","_TextProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","58","Property","nameof(DXDC.DataTable.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ExternalData.cs","15","Property","nameof(DXDC.ExternalData.Id)","string?","Id","_Id"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ExternalData.cs","22","Property","nameof(DXDC.ExternalData.AutoUpdate)","bool?","AutoUpdate","_AutoUpdate"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\FormulaReference.cs","14","Property","nameof(DXO13DC.FormulaReference.SequenceOfReferences)","string?","SequenceOfReferences","_SequenceOfReferences"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\FullReference.cs","14","Property","nameof(DXO13DC.FullReference.SequenceOfReferences)","string?","SequenceOfReferences","_SequenceOfReferences"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\LevelReference.cs","14","Property","nameof(DXO13DC.LevelReference.SequenceOfReferences)","string?","SequenceOfReferences","_SequenceOfReferences"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","14","Property","nameof(DXDC.MultiLevelStringCache.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","21","Element","typeof(DXDC.Level)","Levels?","Levels","_Levels"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","28","Element","typeof(DXDC.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","14","Property","nameof(DXDC.MultiLevelStringReference.Formula)","string?","Formula","_Formula"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","21","Property","nameof(DXDC.MultiLevelStringReference.MultiLevelStringCache)","MultiLevelStringCache?","MultiLevelStringCache","_MultiLevelStringCache"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","28","Property","nameof(DXDC.MultiLevelStringReference.MultiLvlStrRefExtensionList)","MultiLvlStrRefExtensionList?","MultiLvlStrRefExtensionList","_MultiLvlStrRefExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataSourceType.cs","15","Property","nameof(DXDC.NumberDataSourceType.NumberReference)","NumberReference?","NumberReference","_NumberReference"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataSourceType.cs","22","Property","nameof(DXDC.NumberDataSourceType.NumberLiteral)","NumberLiteral?","NumberLiteral","_NumberLiteral"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataType.cs","14","Property","nameof(DXDC.NumberDataType.FormatCode)","string?","FormatCode","_FormatCode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataType.cs","21","Property","nameof(DXDC.NumberDataType.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","14","Property","nameof(DXDC.NumberingCache.FormatCode)","string?","FormatCode","_FormatCode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","21","Property","nameof(DXDC.NumberingCache.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","28","Element","typeof(DXDC.NumericPoint)","NumericPoints?","NumericPoints","_NumericPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","35","Element","typeof(DXDC.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","14","Property","nameof(DXDC.NumberLiteral.FormatCode)","string?","FormatCode","_FormatCode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","21","Property","nameof(DXDC.NumberLiteral.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","28","Element","typeof(DXDC.NumericPoint)","NumericPoints?","NumericPoints","_NumericPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","35","Element","typeof(DXDC.ExtensionList)","IExtensionList?","ExtensionList","_ExtensionList"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","14","Property","nameof(DXDC.NumberReference.Formula)","string?","Formula","_Formula"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","21","Property","nameof(DXDC.NumberReference.NumberingCache)","NumberingCache?","NumberingCache","_NumberingCache"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","28","Element","typeof(DXDC.NumRefExtensionList)","NumRefExtension?","NumRefExtension","_NumRefExtension"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","14","Property","nameof(DXDC.NumericPoint.Index)","UInt32?","Index","_Index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","21","Property","nameof(DXDC.NumericPoint.FormatCode)","string?","FormatCode","_FormatCode"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","28","Property","nameof(DXDC.NumericPoint.NumericValue)","string?","NumericValue","_NumericValue"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","15","Property","nameof(DXDC.RichText.BodyProperties)","BodyProperties?","BodyProperties","_BodyProperties"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","22","Property","nameof(DXDC.RichText.ListStyle)","ListStyle?","ListStyle","_ListStyle"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","29","Element","typeof(DXD.Paragraph)","Paragraph?","Paragraph","_Paragraph"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\SeriesText.cs","15","Property","nameof(DXDC.SeriesText.StringReference)","StringReference?","StringReference","_StringReference"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\SeriesText.cs","22","Property","nameof(DXDC.SeriesText.NumericValue)","string?","NumericValue","_NumericValue"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","15","Property","nameof(DXDC.StringCache.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","22","Element","typeof(DXDC.StringPoint)","StringPoints?","StringPoints","_StringPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","29","Element","typeof(DXDC.StrDataExtensionList)","StrDataExtension?","StrDataExtension","_StrDataExtension"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringDataType.cs","14","Property","nameof(DXDC.StringDataType.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","15","Property","nameof(DXDC.StringLiteral.PointCount)","UInt32?","PointCount","_PointCount"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","22","Element","typeof(DXDC.StringPoint)","StringPoints?","StringPoints","_StringPoints"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","29","Element","typeof(DXDC.StrDataExtensionList)","StrDataExtension?","StrDataExtension","_StrDataExtension"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringPoint.cs","14","Property","nameof(DXDC.StringPoint.Index)","UInt32?","Index","_Index"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringPoint.cs","21","Property","nameof(DXDC.StringPoint.NumericValue)","string?","NumericValue","_NumericValue"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","15","Property","nameof(DXDC.StringReference.Formula)","string?","Formula","_Formula"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","22","Property","nameof(DXDC.StringReference.StringCache)","StringCache?","StringCache","_StringCache"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","29","Element","typeof(DXDC.StrRefExtensionList)","StrRefExtension?","StrRefExtension","_StrRefExtension"
