"File","DeclaringType","Property","Kind","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Bottom","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Footer","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Header","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Left","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Right","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","PageMargins","Top","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","BlackAndWhite","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","Copies","Property","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","Draft","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","FirstPageNumber","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","HorizontalDpi","Property","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","Orientation","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","PaperSize","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","UseFirstPageNumber","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PageSetup","VerticalDpi","Property","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PrintSettings","HeaderFooter","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PrintSettings","LegacyDrawingHeaderFooter","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PrintSettings","PageMargins","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PrintSettings","PageSetup","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","SideWall","ExtensionList","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","SideWall","PictureOptions","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","SideWall","ShapeProperties","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","SideWall","Thickness","Property","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","ChartShapeProperties","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","ChartText","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","ExtensionList","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","Layout","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","Overlay","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Title","TextProperties","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","DepthPercent","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","ExtensionList","Property","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","HeightPercent","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","Perspective","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","RightAngleAxes","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","RotateX","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","View3D","RotateY","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","PivotOptions","DropZoneCategories","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","PivotOptions","DropZoneData","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","PivotOptions","DropZoneFilter","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","PivotOptions","DropZoneSeries","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","PivotOptions","DropZonesVisible","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","PivotSource","ExtensionList","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","PivotSource","FormatId","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","PivotSource","PivotTableName","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Protection","ChartObject","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Protection","Data","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Protection","Formatting","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Protection","Selection","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\RelationshipIdType.cs","RelationshipIdType","Id","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","ChartText","RichText","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","ChartText","StringLiteral","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","ChartText","StringReference","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ChartShapeProperties","Element","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ChartText","Element","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","DataLabelPosition","Element","65"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","Delete","Element","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","DLblExtensionList","Element","121"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","Index","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","Layout","Element","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","NumberingFormat","Element","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","Separator","Element","114"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowBubbleSize","Element","107"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowCategoryName","Element","86"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowLegendKey","Element","72"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowPercent","Element","100"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowSeriesName","Element","93"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","ShowValue","Element","79"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabel.cs","DataLabel","TextProperties","Element","58"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","DataLabelFieldTableCache","PointCount","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","DataLabelFieldTableCache","StrDataExtension","Element","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableCache.cs","DataLabelFieldTableCache","StringPoints","Element","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","DataLabelFieldTableEntry","DataLabelFieldTableCache","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","DataLabelFieldTableEntry","Formula","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelFieldTableEntry.cs","DataLabelFieldTableEntry","TextFieldGuid","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRange.cs","DataLabelsRange","DataLabelsRangeCache","Element","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRange.cs","DataLabelsRange","Formula","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","DataLabelsRangeCache","PointCount","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","DataLabelsRangeCache","StrDataExtension","Element","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataLabelsRangeCache.cs","DataLabelsRangeCache","StringPoints","Element","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","Bubble3D","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","ChartShapeProperties","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","Explosion","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","ExtensionList","Property","65"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","Index","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","InvertIfNegative","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","Marker","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataPoint.cs","DataPoint","PictureOptions","Property","58"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ChartShapeProperties","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ExtensionList","Property","58"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ShowHorizontalBorder","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ShowKeys","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ShowOutlineBorder","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","ShowVerticalBorder","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\DataTable.cs","DataTable","TextProperties","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ExternalData.cs","ExternalData","AutoUpdate","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ExternalData.cs","ExternalData","Id","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\FormulaReference.cs","FormulaReference","SequenceOfReferences","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\FullReference.cs","FullReference","SequenceOfReferences","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\LevelReference.cs","LevelReference","SequenceOfReferences","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","MultiLevelStringCache","ExtensionList","Element","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","MultiLevelStringCache","Levels","Element","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringCache.cs","MultiLevelStringCache","PointCount","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","MultiLevelStringReference","Formula","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","MultiLevelStringReference","MultiLevelStringCache","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\MultiLevelStringReference.cs","MultiLevelStringReference","MultiLvlStrRefExtensionList","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataSourceType.cs","NumberDataSourceType","NumberLiteral","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataSourceType.cs","NumberDataSourceType","NumberReference","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataType.cs","NumberDataType","FormatCode","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberDataType.cs","NumberDataType","PointCount","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","NumberingCache","ExtensionList","Element","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","NumberingCache","FormatCode","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","NumberingCache","NumericPoints","Element","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberingCache.cs","NumberingCache","PointCount","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","NumberLiteral","ExtensionList","Element","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","NumberLiteral","FormatCode","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","NumberLiteral","NumericPoints","Element","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberLiteral.cs","NumberLiteral","PointCount","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","NumberReference","Formula","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","NumberReference","NumberingCache","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumberReference.cs","NumberReference","NumRefExtension","Element","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","NumericPoints","FormatCode","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","NumericPoints","Index","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\NumericPoints.cs","NumericPoints","NumericValue","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","RichText","BodyProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","RichText","ListStyle","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\RichText.cs","RichText","Paragraph","Element","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\SeriesText.cs","SeriesText","NumericValue","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\SeriesText.cs","SeriesText","StringReference","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","StringCache","PointCount","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","StringCache","StrDataExtension","Element","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringCache.cs","StringCache","StringPoints","Element","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringDataType.cs","StringDataType","PointCount","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","StringLiteral","PointCount","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","StringLiteral","StrDataExtension","Element","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringLiteral.cs","StringLiteral","StringPoints","Element","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringPoint.cs","StringPoint","Index","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringPoint.cs","StringPoint","NumericValue","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","StringReference","Formula","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","StringReference","StringCache","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\StringReference.cs","StringReference","StrRefExtension","Element","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\Values.cs","Values","NumberLiteral","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\Values.cs","Values","NumberReference","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\XValues.cs","XValues","MultiLevelStringReference","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\XValues.cs","XValues","NumberLiteral","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\XValues.cs","XValues","NumberReference","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\XValues.cs","XValues","StringLiteral","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\XValues.cs","XValues","StringReference","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\YValues.cs","YValues","NumberLiteral","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\YValues.cs","YValues","NumberReference","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\BandFormat.cs","BandFormat","ChartShapeProperties","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\BandFormat.cs","BandFormat","Index","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","BlackWhiteMode","Property","34"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","CustomGeometry","Element","48"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","EffectDag","Element","83"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","EffectList","Element","76"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","ExtensionList","Element","104"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","Fill","Element","62"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","Outline","Element","69"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","PresetGeometry","Element","55"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","Scene3DType","Element","90"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","Shape3DType","Element","97"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\ChartShapeProperties.cs","ChartShapeProperties","Transform2D","Property","41"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\InvertSolidFillFormat.cs","InvertSolidFillFormat","ShapeProperties","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent1","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent2","Property","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent3","Property","57"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent4","Property","64"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent5","Property","71"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Accent6","Property","78"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Background1","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Background2","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","FollowedHyperlink","Property","92"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Formatting\OverrideColorMapping.cs","OverrideColorMapping","Hyperlink","Property","85"
