"File","DeclaringType","Property","Kind","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","Level","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","LineSpacing","Property","91"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","RightMargin","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","RightToLeft","Property","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","SpaceAfter","Property","105"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\ParagraphProperties.cs","ParagraphProperties","SpaceBefore","Property","98"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\Run.cs","Run","RunProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\Run.cs","Run","Text","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\RunProperties.cs","RunProperties","Outline","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\RunProperties.cs","RunProperties","Underline","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\SupplementalFont.cs","SupplementalFont","Script","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\SupplementalFont.cs","SupplementalFont","Typeface","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TabStop.cs","TabStop","Alignment","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TabStop.cs","TabStop","Position","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","AlternativeLanguage","Property","40"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Baseline","Property","110"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Bold","Property","54"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Bookmark","Property","152"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Capital","Property","89"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Dirty","Property","124"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","FontSize","Property","47"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Italic","Property","61"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Kerning","Property","82"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Kumimoji","Property","26"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Language","Property","33"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","NoProof","Property","117"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","NormalizeHeight","Property","103"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Outline","Property","159"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","SmartTagClean","Property","138"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","SmartTagId","Property","145"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Spacing","Property","96"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","SpellingError","Property","131"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Strike","Property","75"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextCharacterPropertiesType.cs","TextCharacterPropertiesType","Underline","Property","68"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextDefault.cs","TextDefault","BodyProperties","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextDefault.cs","TextDefault","ExtensionList","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextDefault.cs","TextDefault","ListStyle","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextDefault.cs","TextDefault","ShapeProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextDefault.cs","TextDefault","ShapeStyle","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextFontType.cs","TextFontType","Charset","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextFontType.cs","TextFontType","Panose","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextFontType.cs","TextFontType","Pitch","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Text elements and properties\TextFontType.cs","TextFontType","Typeface","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ColorScheme.cs","ColorScheme","OfficeArtExtensionList","Property","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ExtraColorScheme.cs","ExtraColorScheme","ColorMap","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ExtraColorScheme.cs","ExtraColorScheme","ColorScheme","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\FormatScheme.cs","FormatScheme","BackgroundFillStyleList","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\FormatScheme.cs","FormatScheme","EffectStyleList","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\FormatScheme.cs","FormatScheme","FillStyleList","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\FormatScheme.cs","FormatScheme","LineStyleList","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\FormatScheme.cs","FormatScheme","Name","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ObjectDefaults.cs","ObjectDefaults","ExtensionList","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ObjectDefaults.cs","ObjectDefaults","LineDefault","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ObjectDefaults.cs","ObjectDefaults","ShapeDefault","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ObjectDefaults.cs","ObjectDefaults","TextDefault","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\OfficeStyleSheetExtension.cs","OfficeStyleSheetExtension","Uri","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\Theme.cs","Theme","Name","Property","55"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\Theme.cs","Theme","ThemeId","Property","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeElements.cs","ThemeElements","ColorScheme","Property","25"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeElements.cs","ThemeElements","ExtensionList","Property","46"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeElements.cs","ThemeElements","FontScheme","Property","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeElements.cs","ThemeElements","FormatScheme","Property","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeFamily.cs","ThemeFamily","Id","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeFamily.cs","ThemeFamily","Name","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeFamily.cs","ThemeFamily","OfficeArtExtensionList","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeFamily.cs","ThemeFamily","Vid","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeOverride.cs","ThemeOverride","ColorScheme","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeOverride.cs","ThemeOverride","FontScheme","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Themes\ThemeOverride.cs","ThemeOverride","FormatScheme","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\FillToRectangle.cs","FillToRectangle","Bottom","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\FillToRectangle.cs","FillToRectangle","Left","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\FillToRectangle.cs","FillToRectangle","Right","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\FillToRectangle.cs","FillToRectangle","Top","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\GradientFillProperties.cs","GradientFillProperties","GradientStopList","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\PathShadeProperties.cs","PathShadeProperties","FillToRectangle","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Wordprocessing\PathShadeProperties.cs","PathShadeProperties","Path","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Accent.cs","Accent","AccentProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Accent.cs","Accent","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\AccentProperties.cs","AccentProperties","AccentChar","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\AccentProperties.cs","AccentProperties","ControlProperties","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\ArgumentProperties.cs","ArgumentProperties","ArgumentSize","Property","47"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Bar.cs","Bar","BarProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Bar.cs","Bar","Base","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BarProperties.cs","BarProperties","ControlProperties","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BarProperties.cs","BarProperties","Position","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBox.cs","BorderBox","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBox.cs","BorderBox","BorderBoxProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","ControlProperties","Property","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","HideBottom","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","HideLeft","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","HideRight","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","HideTop","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","StrikeBottomLeftToTopRight","Property","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","StrikeHorizontal","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","StrikeTopLeftToBottomRight","Property","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BorderBoxProperties.cs","BorderBoxProperties","StrikeVertical","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Box.cs","Box","Base","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Box.cs","Box","BoxProperties","Property","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","Alignment","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","Break","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","ControlProperties","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","Differential","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","NoBreak","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\BoxProperties.cs","BoxProperties","OperatorEmulator","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Delimiter.cs","Delimiter","DelimiterProperties","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","BeginChar","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","ControlProperties","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","EndChar","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","GrowOperators","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","SeparatorChar","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\DelimiterProperties.cs","DelimiterProperties","Shape","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArray.cs","EquationArray","EquationArrayProperties","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArrayProperties.cs","EquationArrayProperties","BaseJustification","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArrayProperties.cs","EquationArrayProperties","ControlProperties","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArrayProperties.cs","EquationArrayProperties","MaxDistribution","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArrayProperties.cs","EquationArrayProperties","ObjectDistribution","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\EquationArrayProperties.cs","EquationArrayProperties","RowSpacing","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Fraction.cs","Fraction","Denominator","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Fraction.cs","Fraction","FractionProperties","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Fraction.cs","Fraction","Numerator","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\FractionProperties.cs","FractionProperties","ControlProperties","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\FractionProperties.cs","FractionProperties","FractionType","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Function.cs","Function","Base","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Function.cs","Function","FunctionName","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Function.cs","Function","FunctionProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\FunctionProperties.cs","FunctionProperties","ControlProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupChar.cs","GroupChar","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupChar.cs","GroupChar","GroupCharProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupCharProperties.cs","GroupCharProperties","AccentChar","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupCharProperties.cs","GroupCharProperties","ControlProperties","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupCharProperties.cs","GroupCharProperties","Position","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\GroupCharProperties.cs","GroupCharProperties","VerticalJustification","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitLower.cs","LimitLower","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitLower.cs","LimitLower","Limit","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitLower.cs","LimitLower","LimitLowerProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitLowerProperties.cs","LimitLowerProperties","ControlProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitUpper.cs","LimitUpper","Base","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitUpper.cs","LimitUpper","Limit","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitUpper.cs","LimitUpper","LimitUpperProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\LimitUpperProperties.cs","LimitUpperProperties","ControlProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","BreakBinary","Element","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","BreakBinarySubtraction","Element","48"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","DefaultJustification","Element","106"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","DisplayDefaults","Element","69"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","IntegralLimitLocation","Element","191"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","InterSpacing","Element","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","IntraSpacing","Element","137"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","LeftMargin","Element","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","NaryLimitLocation","Element","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","PostSpacing","Element","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","PreSpacing","Element","114"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","RightMargin","Element","92"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","SmallFraction","Element","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MathProperties.cs","MathProperties","Typeface","Element","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\MatrixColumn.cs","MatrixColumn","MatrixColumnProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Nary.cs","Nary","Base","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Nary.cs","Nary","NaryProperties","Property","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Nary.cs","Nary","SubArgument","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Nary.cs","Nary","SuperArgument","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\ParagraphProperties.cs","ParagraphProperties","Justification","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Phantom.cs","Phantom","Base","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Phantom.cs","Phantom","PhantomProperties","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","ControlProperties","Property","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","ShowPhantom","Property","19"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","Transparent","Property","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","ZeroAscent","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","ZeroDescent","Property","55"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PhantomProperties.cs","PhantomProperties","ZeroWidth","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PreSubSuper.cs","PreSubSuper","Base","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PreSubSuper.cs","PreSubSuper","PreSubSuperProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PreSubSuper.cs","PreSubSuper","SubArgument","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\PreSubSuper.cs","PreSubSuper","SuperArgument","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Radical.cs","Radical","Base","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Radical.cs","Radical","Degree","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Radical.cs","Radical","RadicalProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Run.cs","Run","MathRunProperties","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Run.cs","Run","RunProperties","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\RunProperties.cs","RunProperties","Literal","Property","18"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Subscript.cs","Subscript","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Subscript.cs","Subscript","SubArgument","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\Subscript.cs","Subscript","SubscriptProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\SubSuperscript.cs","SubSuperscript","Base","Property","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\SubSuperscript.cs","SubSuperscript","SubArgument","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\SubSuperscript.cs","SubSuperscript","SubSuperscriptProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Math\SubSuperscript.cs","SubSuperscript","SuperArgument","Property","36"
