"File","DeclaringType","Property","Kind"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Text2","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","ApplicationNonVisualDrawingProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","BlackWhiteMode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","NonVisualContentPartProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","RelationshipId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","Transform2D","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Data.cs","Data","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","DataLabelVisibilities","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","Idx","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","NumberFormat","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","Pos","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","SeparatorXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","TxPrTextBody","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelHidden.cs","DataLabelHidden","Idx","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","CategoryName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","SeriesName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","Value","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","Idx","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ExternalData.cs","ExternalData","AutoUpdate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ExternalData.cs","ExternalData","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","Idx","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoCache.cs","GeoCache","Provider","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQuery.cs","GeoChildEntitiesQuery","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQuery.cs","GeoChildEntitiesQuery","GeoChildTypes","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQueryResult.cs","GeoChildEntitiesQueryResult","GeoChildEntities","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQueryResult.cs","GeoChildEntitiesQueryResult","GeoChildEntitiesQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","Copyrights","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","East","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","EntityName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","GeoPolygons","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","North","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","South","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","West","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQuery.cs","GeoDataEntityQuery","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQuery.cs","GeoDataEntityQuery","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQueryResult.cs","GeoDataEntityQueryResult","GeoData","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQueryResult.cs","GeoDataEntityQueryResult","GeoDataEntityQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","Latitude","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","Longitude","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQuery.cs","GeoDataPointToEntityQuery","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQuery.cs","GeoDataPointToEntityQuery","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQueryResult.cs","GeoDataPointToEntityQueryResult","GeoDataPointQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQueryResult.cs","GeoDataPointToEntityQueryResult","GeoDataPointToEntityQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoEntity.cs","GeoEntity","EntityName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoEntity.cs","GeoEntity","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","Attribution","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","CultureLanguage","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","CultureRegion","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","GeoCache","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","ProjectionType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","ViewedRegionType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Address","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","EntityName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Latitude","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Longitude","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","AdminDistrict1","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","AdminDistrict2","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","CountryRegion","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","EntityType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","PostalCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQueryResult.cs","GeoLocationQueryResult","GeoLocationQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQueryResult.cs","GeoLocationQueryResult","GeoLocations","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQuery.cs","GeoParentEntitiesQuery","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoEntity","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoParentEntitiesQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoParentEntity","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntity.cs","GeoParentEntity","EntityId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","NumPoints","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","PcaRings","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","PolygonId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","AlignWithMargins","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","DifferentFirst","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","DifferentOddEven","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","EvenFooterXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","EvenHeaderXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","FirstFooterXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","FirstHeaderXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","OddFooterXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","OddHeaderXsdString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Align","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Overlay","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Pos","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","TxPrTextBody","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorGridlinesGridlines.cs","MajorGridlinesGridlines","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorGridlinesGridlines.cs","MajorGridlinesGridlines","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorTickMarksTickMarks.cs","MajorTickMarksTickMarks","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","ExtremeValueColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","NumberColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","PercentageColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorGridlinesGridlines.cs","MinorGridlinesGridlines","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorGridlinesGridlines.cs","MinorGridlinesGridlines","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorTickMarksTickMarks.cs","MinorTickMarksTickMarks","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinValueColorEndPosition.cs","MinValueColorEndPosition","ExtremeValueColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinValueColorEndPosition.cs","MinValueColorEndPosition","NumberColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinValueColorEndPosition.cs","MinValueColorEndPosition","PercentageColorPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualContentPartProperties.cs","NonVisualContentPartProperties","NonVisualDrawingProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualContentPartProperties.cs","NonVisualContentPartProperties","NonVisualInkContentPartProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","Description","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","Hidden","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","HyperlinkOnClick","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","HyperlinkOnHover","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","Name","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","NonVisualDrawingPropertiesExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualDrawingProperties.cs","NonVisualDrawingProperties","Title","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualInkContentPartProperties.cs","NonVisualInkContentPartProperties","ContentPartLocks","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualInkContentPartProperties.cs","NonVisualInkContentPartProperties","IsComment","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NonVisualInkContentPartProperties.cs","NonVisualInkContentPartProperties","OfficeArtExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumberFormat.cs","NumberFormat","FormatCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumberFormat.cs","NumberFormat","SourceLinked","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumericLevel.cs","NumericLevel","FormatCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumericLevel.cs","NumericLevel","Name","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumericLevel.cs","NumericLevel","PtCount","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\NumericValue.cs","NumericValue","Idx","Property"
